date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:22	860/860	---M-Z	200	added ('OK')	text/xml	date:Fri,%2028%20Mar%202025%2008:17:21%20GMT	https://www.topallenatori.it/xmlrpc.php?rsd	C:/ST_AREA/Site/site_/www.topallenatori.it/xmlrpc0db0.php	(from https://www.topallenatori.it/)
09:17:22	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Mon,%2024%20Aug%202015%2013:02:18%20GMT	https://www.topallenatori.it/wp-includes/wlwmanifest.xml	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/wlwmanifest.xml	(from https://www.topallenatori.it/)
09:17:22	57202/57202	---MC-	200	added ('OK')	application/json	date:Fri,%2028%20Mar%202025%2008:17:22%20GMT	https://www.topallenatori.it/wp-json/	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-json/index.html	(from https://www.topallenatori.it/)
09:17:23	2387/2387	---MC-	200	added ('OK')	application/json	date:Fri,%2028%20Mar%202025%2008:17:22%20GMT	https://www.topallenatori.it/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.topallenatori.it%2F	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-json/oembed/1.0/embedf611.json	(from https://www.topallenatori.it/)
09:17:23	2520/2520	---M-Z	200	added ('OK')	text/xml	date:Fri,%2028%20Mar%202025%2008:17:23%20GMT	https://www.topallenatori.it/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.topallenatori.it%2F&format=xml	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-json/oembed/1.0/embed7440	(from https://www.topallenatori.it/)
09:17:24	552965/552965	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Nov%202019%2014:11:28%20GMT	https://www.topallenatori.it/wp-content/uploads/2019/11/background-03.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2019/11/background-03.jpg	(from https://www.topallenatori.it/)
09:17:24	41109/41109	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Aug%202015%2008:22:30%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/08/def.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/08/def.jpg	(from https://www.topallenatori.it/)
09:17:24	41071/41071	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Nov%202019%2014:17:47%20GMT	https://www.topallenatori.it/wp-content/uploads/2019/11/11.png	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2019/11/11.png	(from https://www.topallenatori.it/)
09:17:24	56647/56647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Aug%202015%2014:04:01%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/08/2.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/08/2.jpg	(from https://www.topallenatori.it/)
09:17:24	94185/94185	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Aug%202015%2014:04:00%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/08/1.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/08/1.jpg	(from https://www.topallenatori.it/)
09:17:25	116695/116695	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2016:20:25%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/09/slider_2.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/09/slider_2.jpg	(from https://www.topallenatori.it/)
09:17:25	647095/647095	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202024%2009:40:59%20GMT	https://www.topallenatori.it/wp-content/uploads/2024/12/intermittenti-corti.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2024/12/intermittenti-corti.jpg	(from https://www.topallenatori.it/)
09:17:25	528497/528497	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Nov%202024%2009:51:43%20GMT	https://www.topallenatori.it/wp-content/uploads/2024/11/2-combinazioni.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2024/11/2-combinazioni.jpg	(from https://www.topallenatori.it/)
09:17:25	51758/51758	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Aug%202024%2008:07:43%20GMT	https://www.topallenatori.it/wp-content/uploads/2024/08/fsr56426_z7appnf7.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2024/08/fsr56426_z7appnf7.jpg	(from https://www.topallenatori.it/)
09:17:25	39107/39107	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:25%20GMT	https://www.topallenatori.it/luciano-la-camera-story/	C:/ST_AREA/Site/site_/www.topallenatori.it/luciano-la-camera-story/index.html	(from https://www.topallenatori.it/)
09:17:25	13926/13926	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202015%2008:26:37%20GMT	https://www.topallenatori.it/images/invia.png	C:/ST_AREA/Site/site_/www.topallenatori.it/images/invia.png	(from https://www.topallenatori.it/)
09:17:26	12578/12578	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202015%2008:26:37%20GMT	https://www.topallenatori.it/images/segna.png	C:/ST_AREA/Site/site_/www.topallenatori.it/images/segna.png	(from https://www.topallenatori.it/)
09:17:26	13566/13566	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Sep%202015%2017:20:57%20GMT	https://www.topallenatori.it/images/ebo.png	C:/ST_AREA/Site/site_/www.topallenatori.it/images/ebo.png	(from https://www.topallenatori.it/)
09:17:26	2524/2524	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2018:05:16%20GMT	https://www.topallenatori.it/wp-content/uploads/2020/02/85245501_125794725627920_2203741397385740288_n-75x75.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2020/02/85245501_125794725627920_2203741397385740288_n-75x75.jpg	(from https://www.topallenatori.it/)
09:17:27	30309/30309	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:26%20GMT	https://www.topallenatori.it/collaboratori/	C:/ST_AREA/Site/site_/www.topallenatori.it/collaboratori/index.html	(from https://www.topallenatori.it/)
09:17:27	3344/3344	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Sep%202015%2021:08:06%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/09/percossi-117x75.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/09/percossi-117x75.jpg	(from https://www.topallenatori.it/)
09:17:27	4596/4596	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2017:53:38%20GMT	https://www.topallenatori.it/wp-content/uploads/2016/01/logo-pellican%c3%b2-106x75.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2016/01/logo-pellican%c3%b2-106x75.jpg	(from https://www.topallenatori.it/)
09:17:27	46290/46290	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:27%20GMT	https://www.topallenatori.it/category/metodi-di-allenamento/mesociclo/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/metodi-di-allenamento/mesociclo/index.html	(from https://www.topallenatori.it/)
09:17:27	2109/2109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Sep%202015%2020:43:39%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/09/TuttoTritiumGiana-logo-90x75.jpg	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/09/TuttoTritiumGiana-logo-90x75.jpg	(from https://www.topallenatori.it/)
09:17:27	3303/3303	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202020%2010:07:11%20GMT	https://www.topallenatori.it/wp-content/uploads/2015/08/NeroMagenta-150x32.png	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/uploads/2015/08/NeroMagenta-150x32.png	(from https://www.topallenatori.it/)
09:17:28	1176/1176	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20May%202018%2008:45:36%20GMT	https://www.topallenatori.it/wp-content/plugins/aspexi-facebook-like-box/js/aflb.js?ver=4.9.26	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/plugins/aspexi-facebook-like-box/js/aflb092c.js	(from https://www.topallenatori.it/)
09:17:28	14440/14440	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Apr%202020%2008:30:49%20GMT	https://www.topallenatori.it/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.7	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/plugins/contact-form-7/includes/js/scripts6725.js	(from https://www.topallenatori.it/)
09:17:28	1581/1581	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Apr%202020%2008:30:50%20GMT	https://www.topallenatori.it/wp-content/plugins/uk-cookie-consent/assets/js/uk-cookie-consent-js.js?ver=2.3.0	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/plugins/uk-cookie-consent/assets/js/uk-cookie-consent-jsa1ec.js	(from https://www.topallenatori.it/)
09:17:28	44539/44539	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:28%20GMT	https://www.topallenatori.it/category/metodi-di-allenamento/seduta-specifica/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/metodi-di-allenamento/seduta-specifica/index.html	(from https://www.topallenatori.it/)
09:17:30	69500/69500	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:29%20GMT	https://www.topallenatori.it/category/metodi-di-allenamento/tattica/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/metodi-di-allenamento/tattica/index.html	(from https://www.topallenatori.it/)
09:17:30	60021/60021	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:29%20GMT	https://www.topallenatori.it/category/metodi-di-allenamento/settimana-tipo/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/metodi-di-allenamento/settimana-tipo/index.html	(from https://www.topallenatori.it/)
09:17:31	945/945	---MC-	200	added ('OK')	text/javascript	date:Fri,%2028%20Mar%202025%2008:17:30%20GMT	https://www.google.com/recaptcha/api.js?render=6LcRJpopAAAAABiooQASPNPT0t0vDZ4rYM8J-wJR&ver=3.0	C:/ST_AREA/Site/site_/www.google.com/recaptcha/api87f1.js	(from https://www.topallenatori.it/)
09:17:31	48061/48061	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:30%20GMT	https://www.topallenatori.it/category/metodi-di-allenamento/tecnica/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/metodi-di-allenamento/tecnica/index.html	(from https://www.topallenatori.it/)
09:17:31	3929/3929	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/core.mine899.js	(from https://www.topallenatori.it/)
09:17:31	44211/44211	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:31%20GMT	https://www.topallenatori.it/category/esercizi/attivita-portieri/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/esercizi/attivita-portieri/index.html	(from https://www.topallenatori.it/)
09:17:31	46638/46638	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:31%20GMT	https://www.topallenatori.it/category/esercizi/attivita-agonistica/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/esercizi/attivita-agonistica/index.html	(from https://www.topallenatori.it/)
09:17:31	46746/46746	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:31%20GMT	https://www.topallenatori.it/category/esercizi/attivita-di-base/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/esercizi/attivita-di-base/index.html	(from https://www.topallenatori.it/)
09:17:32	44799/44799	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:31%20GMT	https://www.topallenatori.it/category/esercizi/ginnastica-funzionale/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/esercizi/ginnastica-funzionale/index.html	(from https://www.topallenatori.it/)
09:17:32	6832/6832	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/widget.mine899.js	(from https://www.topallenatori.it/)
09:17:32	3142/3142	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/mouse.mine899.js	(from https://www.topallenatori.it/)
09:17:32	24834/24834	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/sortable.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/sortable.mine899.js	(from https://www.topallenatori.it/)
09:17:32	43941/43941	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:17:32%20GMT	https://www.topallenatori.it/category/esercizi/preparazione-fisica/	C:/ST_AREA/Site/site_/www.topallenatori.it/category/esercizi/preparazione-fisica/index.html	(from https://www.topallenatori.it/)
09:17:32	12014/12014	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/tabs.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/tabs.mine899.js	(from https://www.topallenatori.it/)
09:17:32	8562/8562	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2019:21:17%20GMT	https://www.topallenatori.it/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-includes/js/jquery/ui/accordion.mine899.js	(from https://www.topallenatori.it/)
09:17:33	216404/216404	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Aug%202015%2013:06:14%20GMT	https://www.topallenatori.it/wp-content/themes/topallenatori/js/jquery.plugins.js?ver=9.3	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/themes/topallenatori/js/jquery.pluginsbf99.js	(from https://www.topallenatori.it/)
09:17:33	1896/1896	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Aug%202015%2013:07:30%20GMT	https://www.topallenatori.it/wp-content/themes/topallenatori/js/animations/animations.min.js?ver=9.3	C:/ST_AREA/Site/site_/www.topallenatori.it/wp-content/themes/topallenatori/js/animations/animations.minbf99.js	(from https://www.topallenatori.it/)
